RFQ,Ord DT,Customer,X,Y,Sq.in,#Hls,LY,Line,Aring,Min Aring,Thick,Thick Mil,Mhole,Smallest_Hole_Calc,AR,AR Cal,Cu wt,CuW,CI,CI Final,EI#,Rel,Rel Dt,Shp Dt,Due Dt,Pnl X,Pnl Y,Qty Pnl,# Pnls,LY,Matl,UP,Pcs_Array,RMA_NO,CAType,RMA_Amt
148547,10/3/19,WELLEX,8.7795,2.7559,24.19542405,665,4,7,4.86,4.86,0.062,62,12,12,5.3,5.3,1/1,1,540.6280833,5.406280833,AA82620,-01B,11/12/19,11/14/19,11/14/19,0,0,43,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148547,10/3/19,WELLEX,8.7795,2.7559,24.19542405,665,4,7,4.86,4.86,0.062,62,12,12,5.3,5.3,1/1,1,540.6280833,5.406280833,AA82620,-01C,10/31/19,11/14/19,11/14/19,0,0,20,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148547,10/3/19,WELLEX,8.7795,2.7559,24.19542405,665,4,7,4.86,4.86,0.062,62,12,12,5.3,5.3,1/1,1,540.6280833,5.406280833,AA82620,-2,10/31/19,11/26/19,11/26/19,0,0,237,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148547,10/3/19,WELLEX,8.7795,2.7559,24.19542405,665,4,7,4.86,4.86,0.062,62,12,12,5.3,5.3,1/1,1,540.6280833,5.406280833,AA82620,-3,10/31/19,NULL,2/24/20,0,0,0,0,4,FR-4                ,8,NULL,NULL,NULL,NULL
148547,10/3/19,WELLEX,8.7795,2.7559,24.19542405,665,4,7,4.86,4.86,0.062,62,12,12,5.3,5.3,1/1,1,540.6280833,5.406280833,AA82620,-4,10/31/19,2/5/20,2/5/20,0,0,206,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148547,10/3/19,WELLEX,8.7795,2.7559,24.19542405,665,4,7,4.86,4.86,0.062,62,12,12,5.3,5.3,1/1,1,540.6280833,5.406280833,AA82620,-5,10/31/19,1/20/20,1/20/20,0,0,175,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148547,10/3/19,WELLEX,8.7795,2.7559,24.19542405,665,4,7,4.86,4.86,0.062,62,12,12,5.3,5.3,1/1,1,540.6280833,5.406280833,AA82620,-6,10/31/19,NULL,2/24/20,0,0,0,0,4,FR-4                ,8,NULL,NULL,NULL,NULL
148547,10/3/19,WELLEX,8.7795,2.7559,24.19542405,665,4,7,4.86,4.86,0.062,62,12,12,5.3,5.3,1/1,1,540.6280833,5.406280833,AA82620,-7,10/31/19,NULL,2/24/20,0,0,0,0,4,FR-4                ,8,NULL,NULL,NULL,NULL
147799,8/23/19,SCJ ASSOCIATES,1.2,2.4,2.88,57,4,6,0,6,0.032,32,8,8,3.2,3.2,1/1,1,78.34201389,0.783420139,AA82616,-1,10/11/19,10/31/19,10/31/19,0,0,0,0,4,IT-180A             ,00:00.0,NULL,NULL,NULL,NULL
148690,10/9/19,PINNACLE TECHNOLOGY GROUP,0.688,23,15.824,10,2,8,0,6,0.047,47,45,45,1.044444444,1.044444444,2/2,2,0.022409626,0.000224096,AA82611,-1,10/10/19,11/13/19,11/13/19,0,0,0,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148690,10/9/19,PINNACLE TECHNOLOGY GROUP,0.688,23,15.824,10,2,8,0,6,0.047,47,45,45,1.044444444,1.044444444,2/2,2,0.022409626,0.000224096,AA82611,-2,10/10/19,11/14/19,11/26/19,0,0,0,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148593,10/4/19,SCJ ASSOCIATES,7.7,8.05,61.985,2154,6,4,4.95,4.95,0.093,93,8,8,7.8,7.8,1/1,1,13086.05567,130.8605567,AA82609,-1,10/10/19,11/4/19,11/4/19,0,0,5,0,6,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148342,9/23/19,AVNET,3.45,6.5,22.425,195,4,12.5,6.5,6.5,0.062,62,37,37,1.7,1.7,2/2,2,21.23453377,0.212345338,AA82594,-1,10/9/19,10/30/19,10/30/19,0,0,4,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147893,8/28/19,KENALL MANUFACTURING,0.75,10.5,7.875,1,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,0.000341355,3.41E-06,AA82593,-1,1/8/20,NULL,2/25/20,0,0,0,0,2,FR-4                ,32,NULL,NULL,NULL,NULL
147589,8/13/19,AVNET,5,17.175,85.875,761,2,10,22.13,22.13,0.062,62,16,16,3.9,3.9,2/2,2,3.906848288,0.039068483,AA82586,-1,10/8/19,10/31/19,10/31/19,0,0,33,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148383,9/25/19,FUSION-EMS,5.188,4.25,22.049,1057,2,8,5.99,5.99,0.062,62,12,12,5.2,5.2,1/1,1,135.5656514,1.355656514,AA82581,-1,10/7/19,10/17/19,10/17/19,0,0,0,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147140,7/22/19,NEWCO ENTERPRISES,3.0823,1.7043,5.25316389,112,2,7,5.5,5.5,0.062,62,12,12,5.2,5.2,1/1,1,7.951695901,0.079516959,AA82574,-1,10/7/19,10/29/19,10/29/19,0,0,25,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147476,8/7/19,FUSION-EMS,4.931,8.907,43.920417,3496,4,8,6,6,0.062,62,13,13,4.8,4.8,1/1,1,5946.077152,59.46077152,AA82552,-1,10/1/19,10/22/19,10/22/19,0,0,13,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148473,9/30/19,ANUVA MANUFACTURNING SERVICES,2.8162,7.0451,19.84041062,339,4,5.42,8,8,0.062,62,10,10,6.2,6.2,2/2,2,137.8947562,1.378947562,AA82544,-1,10/1/19,10/24/19,10/28/19,0,0,0,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148473,9/30/19,ANUVA MANUFACTURNING SERVICES,2.8162,7.0451,19.84041062,339,4,5.42,8,8,0.062,62,10,10,6.2,6.2,2/2,2,137.8947562,1.378947562,AA82544,-2,10/1/19,11/13/19,11/12/19,0,0,0,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148473,9/30/19,ANUVA MANUFACTURNING SERVICES,2.8162,7.0451,19.84041062,339,4,5.42,8,8,0.062,62,10,10,6.2,6.2,2/2,2,137.8947562,1.378947562,AA82544,-3,11/27/19,12/17/19,12/18/19,0,0,0,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148473,9/30/19,ANUVA MANUFACTURNING SERVICES,2.8162,7.0451,19.84041062,339,4,5.42,8,8,0.062,62,10,10,6.2,6.2,2/2,2,137.8947562,1.378947562,AA82544,-4,12/17/19,1/6/20,1/7/20,0,0,0,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148373,9/24/19,"SEESCAN, INC",2.1259,1.6151,3.43354109,255,6,3.51,0,6,0.04,40,8,8,7.8,7.8,1/1,1,3112.783433,31.12783433,AA82539,-1,9/30/19,10/29/19,10/29/19,0,0,25,0,6,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148373,9/24/19,"SEESCAN, INC",2.1259,1.6151,3.43354109,255,6,3.51,0,6,0.04,40,8,8,7.8,7.8,1/1,1,3112.783433,31.12783433,AA82539,-2,12/23/19,NULL,2/13/20,0,0,0,0,6,FR-4                ,40,NULL,NULL,NULL,NULL
148432,9/27/19,CONCEPT TECHNOLOGY,2.58,7.65,19.737,6,1,8,0,6,0.065,65,116,116,0.560344828,0.560344828,1/0,1,0.000584611,5.85E-06,AA82538,-1,9/30/19,10/29/19,10/28/19,0,0,41,0,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
148416,9/27/19,WELLEX,2.4803,4.0551,10.05786453,16,2,12.99,7.84,7.84,0.062,62,43,43,1.4,1.4,2/2,2,0.033212569,0.000332126,AA82530,-1,10/11/19,10/31/19,11/4/19,0,0,58,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148416,9/27/19,WELLEX,2.4803,4.0551,10.05786453,16,2,12.99,7.84,7.84,0.062,62,43,43,1.4,1.4,2/2,2,0.033212569,0.000332126,AA82530,-2,10/11/19,11/20/19,11/26/19,0,0,86,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148416,9/27/19,WELLEX,2.4803,4.0551,10.05786453,16,2,12.99,7.84,7.84,0.062,62,43,43,1.4,1.4,2/2,2,0.033212569,0.000332126,AA82530,-3,10/11/19,NULL,2/24/20,0,0,0,0,2,FR-4                ,30,NULL,NULL,NULL,NULL
148416,9/27/19,WELLEX,2.4803,4.0551,10.05786453,16,2,12.99,7.84,7.84,0.062,62,43,43,1.4,1.4,2/2,2,0.033212569,0.000332126,AA82530,-4,10/11/19,NULL,2/24/20,0,0,0,0,2,FR-4                ,30,NULL,NULL,NULL,NULL
148416,9/27/19,WELLEX,2.4803,4.0551,10.05786453,16,2,12.99,7.84,7.84,0.062,62,43,43,1.4,1.4,2/2,2,0.033212569,0.000332126,AA82530,-5,10/11/19,NULL,2/24/20,0,0,0,0,2,FR-4                ,30,NULL,NULL,NULL,NULL
148416,9/27/19,WELLEX,2.4803,4.0551,10.05786453,16,2,12.99,7.84,7.84,0.062,62,43,43,1.4,1.4,2/2,2,0.033212569,0.000332126,AA82530,-6,1/20/20,NULL,2/18/20,0,0,0,0,2,FR-4                ,30,NULL,NULL,NULL,NULL
148416,9/27/19,WELLEX,2.4803,4.0551,10.05786453,16,2,12.99,7.84,7.84,0.062,62,43,43,1.4,1.4,2/2,2,0.033212569,0.000332126,AA82530,-7,1/20/20,NULL,3/3/20,0,0,0,0,2,FR-4                ,30,NULL,NULL,NULL,NULL
148403,9/26/19,FUSION-EMS,0.2455,1.7255,0.42361025,15,4,8,7,7,0.062,62,14,14,4.4,4.4,1/1,1,9.854334336,0.098543343,AA82529,-1,9/27/19,10/25/19,10/25/19,0,0,24,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147885,8/28/19,LARITECH INC,4.5,14,63,284,6,30,0,6,0.062,62,20,20,3.1,3.1,2/2,2,24.77910906,0.247791091,AA82520,-1,9/26/19,10/16/19,10/22/19,0,0,3,0,6,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
142841-D,2/18/19,PRACTICAL COMPONENTS,5.5,8,44,169,2,3,5,5,0.062,62,8,8,7.8,7.8,1/1,1,5.547979798,0.055479798,AA82519,-1,9/25/19,10/18/19,10/18/19,0,0,4,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148355,9/24/19,"WIENER, PLEIN & BAUS, CORP",4.702,7.8153,36.7475406,3731,8,10,0,6,0.07,70,10,10,7,7,1/1,1,46178.82627,461.7882627,AA82518,-1,9/25/19,10/24/19,10/24/19,0,0,0,0,8,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
148062,9/6/19,FUSION-EMS,5.095,5.633,28.700135,1442,4,8,5.94,5.94,0.062,62,13,13,4.8,4.8,1/1,1,1563.743558,15.63743558,AA82510,-1,9/25/19,10/16/19,10/16/19,0,0,0,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148274,9/18/19,AVNET,4.5,5,22.5,433,4,10,9.5,9.5,0.062,62,37,37,1.7,1.7,2/2,2,89.24810383,0.892481038,AA82506,-1,9/24/19,10/8/19,10/8/19,0,0,8,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148274,9/18/19,AVNET,4.5,5,22.5,433,4,10,9.5,9.5,0.062,62,37,37,1.7,1.7,2/2,2,89.24810383,0.892481038,AA82506,-2,11/14/19,11/22/19,11/29/19,0,0,8,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148268,9/18/19,GRT ELECTRONICS,8.5,7,59.5,984,2,8,0,6,0.062,62,18,18,6.2,6.2,1/1,1,24.30288244,0.243028824,AA82501,-1,9/24/19,10/22/19,10/22/19,0,0,25,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148239,9/17/19,KENALL MANUFACTURING,8.07,20.071,161.97297,5,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,0.000414911,4.15E-06,AA82497,-1,11/1/19,11/22/19,11/25/19,0,0,70,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
145467,4/18/19,"ACCU-SEMBLY, INC",3,7.005,21.015,500,6,20,0,6,0.062,62,28,28,2.214285714,2.214285714,1/1,1,345.3754231,3.453754231,AA82494,-1,9/23/19,10/21/19,10/21/19,0,0,25,0,6,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148280,9/19/19,SIENNA CORPORATION,0.7087,0.3937,0.27901519,107,4,4,0,6,0.031,31,4,4,7.75,7.75,1/1,1,3529.772752,35.29772752,AA82493,-1,9/23/19,10/16/19,10/16/19,0,0,0,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148159,9/11/19,MICRON CORP,0.625,0.7,0.4375,9,2,8,0,6,0.062,62,20,20,3.1,3.1,1/1,1,0.497695853,0.004976959,AA82490,-1,9/23/19,10/11/19,10/11/19,0,0,1,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147710,8/19/19,AVCOM SMT INC.,6.0615,0.5704,3.4574796,118,4,5,0,6,0.025,25,9.8,98,2.551020408,2.551020408,1/1,1,343.6553417,3.436553417,AA82485,-1,9/20/19,11/6/19,11/7/19,0,0,6,0,4,Rigid-Flex          ,00:00.0,NULL,NULL,NULL,NULL
148238,9/17/19,ASSEMBLY SOLUTIONS LLC,3.75,3.75,14.0625,257,4,6,10,16,0.062,62,8,8,7.8,7.8,1/1,1,50.17967711,0.501796771,AA82478,-1,9/19/19,10/11/19,10/15/19,0,0,37,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148020,9/4/19,"ACCU-SEMBLY, INC",2.75,5.375,14.78125,210,2,8,0,6,0.062,62,18,18,3.444444444,3.444444444,2/2,2,8.020186865,0.080201869,AA82472,-1,11/22/19,NULL,2/13/20,0,0,0,0,2,FR-4                ,12,NULL,NULL,NULL,NULL
147949,8/29/19,LARITECH INC,2.75,2.75,7.5625,332,6,5,0,6,0.062,62,7.87,787,7.878017789,7.878017789,1/1,1,1692.589283,16.92589283,AA82465,-1,9/18/19,10/2/19,10/3/19,0,0,0,0,6,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
147590,8/13/19,AVNET,4.65,16.98,78.957,856,4,20,9.5,9.5,0.062,62,20,20,3.1,3.1,2/2,2,50.41869193,0.504186919,AA82464,-1,11/13/19,12/4/19,12/5/19,0,0,30,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147590,8/13/19,AVNET,4.65,16.98,78.957,856,4,20,9.5,9.5,0.062,62,20,20,3.1,3.1,2/2,2,50.41869193,0.504186919,AA82464,-2,11/14/19,12/4/19,12/5/19,0,0,15,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147907-B,9/13/19,HENKEL CORPORATION,6,3,18,100,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,1.493428913,0.014934289,AA82462,-1,9/17/19,10/14/19,10/14/19,0,0,13,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147907-A,9/13/19,HENKEL CORPORATION,6,3,18,100,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,1.493428913,0.014934289,AA82461,-1,9/17/19,10/14/19,10/14/19,0,0,13,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147907,8/28/19,HENKEL CORPORATION,6,3,18,100,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,1.493428913,0.014934289,AA82460,-1,9/17/19,10/14/19,10/14/19,0,0,12,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147907,8/28/19,HENKEL CORPORATION,6,3,18,100,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,1.493428913,0.014934289,AA82460,-2,9/17/19,10/14/19,10/14/19,0,0,0,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148078,9/9/19,KENALL MANUFACTURING,8.4991,8.4991,72.23470081,1693,2,8,0,6,0.067,67,13,13,5.153846154,5.153846154,2/2,2,98.70564364,0.987056436,AA82409,-01A,9/10/19,11/20/19,11/21/19,18,24,25,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148078,9/9/19,KENALL MANUFACTURING,8.4991,8.4991,72.23470081,1693,2,8,0,6,0.067,67,13,13,5.153846154,5.153846154,2/2,2,98.70564364,0.987056436,AA82409,-01B,9/10/19,12/18/19,12/19/19,18,24,125,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148078,9/9/19,KENALL MANUFACTURING,8.4991,8.4991,72.23470081,1693,2,8,0,6,0.067,67,13,13,5.153846154,5.153846154,2/2,2,98.70564364,0.987056436,AA82409,-01C,9/10/19,1/6/20,1/7/20,18,24,125,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
148078,9/9/19,KENALL MANUFACTURING,8.4991,8.4991,72.23470081,1693,2,8,0,6,0.067,67,13,13,5.153846154,5.153846154,2/2,2,98.70564364,0.987056436,AA82409,-01D,9/10/19,1/23/20,1/23/20,18,24,125,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147898,8/28/19,AVCOM SMT INC.,1.96,2.19,4.2924,46,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,1.325172874,0.013251729,AA82405,-1,9/9/19,9/30/19,9/30/19,0,0,12,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
145015,3/27/19,"ACCU-SEMBLY, INC",1.1811,1.9,2.24409,84,2,6,7,7,0.062,62,13,13,4.8,4.8,1/1,1,9.597859951,0.0959786,AA82404,-1,9/9/19,10/2/19,10/2/19,0,0,2,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147797-A,8/30/19,FUSION-EMS,0.874,0.878,0.767372,92,2,8,5.9,5.9,0.02,20,12,12,5.2,5.2,2/2,2,29.95939954,0.299593995,AA82401,-1,9/6/19,9/30/19,9/30/19,0,0,6,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147767,8/22/19,LARITECH INC,1.6583,3.446,5.7145018,417,6,4.5,0,6,0.062,62,6,6,10.33333333,10.33333333,1/1,1,3926.37733,39.2637733,AA82389,-1,9/4/19,9/24/19,9/24/19,0,0,0,0,6,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
147767,8/22/19,LARITECH INC,1.6583,3.446,5.7145018,417,6,4.5,0,6,0.062,62,6,6,10.33333333,10.33333333,1/1,1,3926.37733,39.2637733,AA82389,-01A,9/26/19,9/30/19,9/30/19,0,0,0,0,6,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
147767,8/22/19,LARITECH INC,1.6583,3.446,5.7145018,417,6,4.5,0,6,0.062,62,6,6,10.33333333,10.33333333,1/1,1,3926.37733,39.2637733,AA82389,-01T,9/4/19,NULL,9/24/19,0,0,0,0,6,FR-TG170            ,40,NULL,NULL,NULL,NULL
147922,8/28/19,PINNACLE TECHNOLOGY GROUP,1.8307,2.8346,5.18930222,186,2,11.84,9.84,9.84,0.062,62,20,20,3.1,3.1,1/1,1,7.383604414,0.073836044,AA82375,-1,9/3/19,9/18/19,9/18/19,0,0,1,0,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
147922,8/28/19,PINNACLE TECHNOLOGY GROUP,1.8307,2.8346,5.18930222,186,2,11.84,9.84,9.84,0.062,62,20,20,3.1,3.1,1/1,1,7.383604414,0.073836044,AA82375,-2,12/13/19,1/10/20,1/13/20,0,0,1,0,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
147986,8/30/19,"ACCU-SEMBLY, INC",1.26,2.2847,2.878722,68,4,9.84,4.92,4.92,0.062,62,10,10,6.3,6.3,1/1,1,33.70523209,0.337052321,AA82373,-1,9/3/19,9/19/19,9/19/19,0,0,1,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147456,8/6/19,"ACCU-SEMBLY, INC",2.9,3.5,10.15,55,2,20,7,7,0.062,62,24,24,2.6,2.6,2/2,2,0.272920839,0.002729208,AA82360,-1,8/30/19,9/16/19,9/16/19,0,0,0,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147456,8/6/19,"ACCU-SEMBLY, INC",2.9,3.5,10.15,55,2,20,7,7,0.062,62,24,24,2.6,2.6,2/2,2,0.272920839,0.002729208,AA82360,-2,12/9/19,1/2/20,1/2/20,0,0,0,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147230,7/25/19,FUSION-EMS,2.4,3.071,7.3704,420,2,7.09,5.41,5.41,0.062,62,12,12,5.2,5.2,1/1,1,79.99621145,0.799962114,AA82358,-1,8/29/19,9/10/19,9/10/19,0,0,0,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147861,8/27/19,ARTISAN CONTROLS CORP,2.5,2.5,6.25,468,4,8,0,6,0.062,62,20,20,3.1,3.1,1/1,1,753.6309677,7.536309677,AA82351,-1,8/29/19,9/23/19,9/23/19,0,0,0,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147304,7/30/19,SCJ ASSOCIATES,3.937,9.0551,35.6499287,2068,6,3.9,0,6,0.093,93,8,8,11.6,11.6,1/1,1,11932.52412,119.3252412,AA82343,-1,8/28/19,10/3/19,10/3/19,0,0,0,0,6,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147366,8/1/19,MICRON CORP,2.5,1,2.5,17,2,8,0,6,0.062,62,42.13,4213,1.47,1.47,1/1,1,0.311098409,0.003110984,AA82336,-1,8/27/19,9/10/19,9/10/19,0,0,0,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
146508,6/13/19,WELLEX,4.41,6.41,28.2681,228,2,24,0,6,0.068,68,13.78,1378,4.86,4.86,1/1,1,1.525510085,0.015255101,AA82325,-1,8/23/19,9/5/19,9/5/19,0,0,3,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147611,8/14/19,WELLEX,3.2106,9.4213,30.24802578,1380,10,8,0,6,0.093,93,10,10,9.3,9.3,1/1,1,14103.82636,141.0382636,AA82319,-1,8/22/19,9/4/19,9/4/19,0,0,0,0,10,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147743,8/21/19,TECNOVA ELECTRONICS INC,5,6,30,361,4,7,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,106.7657962,1.067657962,AA82310,-1,8/22/19,9/23/19,9/23/19,0,0,50,0,4,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
147340,7/30/19,PINNACLE TECHNOLOGY GROUP,0.625,11.125,6.953125,4,1,25,0,6,0.065,65,164,164,0.39,0.39,1/0,1,0.00023985,2.40E-06,AA82307,-1,8/22/19,9/12/19,9/12/19,0,0,9,0,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
147338,7/30/19,PINNACLE TECHNOLOGY GROUP,0.625,6.375,3.984375,28,1,25,0,6,0.065,65,125,125,0.52,0.52,1/0,1,0.020181398,0.000201814,AA82306,-1,8/22/19,9/12/19,9/12/19,0,0,6,0,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
147699,8/19/19,NEWCO ENTERPRISES,4.5,2.74,12.33,102,2,10,5.75,5.75,0.062,62,14,14,4.6,4.6,2/2,2,1.8229449,0.018229449,AA82277,-1,8/19/19,9/16/19,9/16/19,0,0,30,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147699,8/19/19,NEWCO ENTERPRISES,4.5,2.74,12.33,102,2,10,5.75,5.75,0.062,62,14,14,4.6,4.6,2/2,2,1.8229449,0.018229449,AA82277,-2,1/21/20,NULL,2/26/20,0,0,0,0,2,FR-4                ,18,NULL,NULL,NULL,NULL
147520,8/9/19,"ACCU-SEMBLY, INC",6,4,24,256,2,8,0,6,0.062,62,28,28,2.2,2.2,1/1,1,7.388167388,0.073881674,AA82276,-1,8/19/19,10/10/19,10/10/19,0,0,2,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147523,8/9/19,SCJ ASSOCIATES,1.78,0.95,1.691,96,4,5,2.95,2.95,0.062,62,8,8,7.8,7.8,2/2,2,378.9677231,3.789677231,AA82267,-1,8/16/19,9/3/19,9/3/19,0,0,0,0,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
146912,7/8/19,"ACCU-SEMBLY, INC",5.842,7,40.894,935,6,8.9,7.5,7.5,0.062,62,20,20,3.1,3.1,1/1,1,1115.769333,11.15769333,AA82256,-1,8/15/19,9/5/19,9/5/19,0,0,16,0,6,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
146890,7/3/19,LARITECH INC,3.08,5.5,16.94,1120,8,4.8,0,6,0.062,62,8,8,7.8,7.8,1/1,1,21096.74837,210.9674837,AA82253,-1,8/16/19,9/26/19,9/27/19,0,0,1,0,8,RO42350B            ,00:00.0,NULL,NULL,NULL,NULL
147592,8/14/19,AVNET,1.9,2.3,4.37,36,2,100,0,6,0.062,62,41,41,1.512195122,1.512195122,2/2,2,0.063777958,0.00063778,AA82252,-1,9/23/19,10/9/19,10/9/19,0,0,1,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147490,8/8/19,PINNACLE TECHNOLOGY GROUP,6.5,4,26,250,2,8,0,6,0.062,62,25,25,2.48,2.48,1/1,1,6.461952026,0.06461952,AA82242,-1,8/12/19,9/3/19,9/3/19,0,0,11,0,2,FR-TG180            ,00:00.0,NULL,NULL,NULL,NULL
147490,8/8/19,PINNACLE TECHNOLOGY GROUP,6.5,4,26,250,2,8,0,6,0.062,62,25,25,2.48,2.48,1/1,1,6.461952026,0.06461952,AA82242,-2,1/7/20,NULL,3/2/20,0,0,0,0,2,FR-TG180            ,9,NULL,NULL,NULL,NULL
147392,8/2/19,CIRCOM INC,0.695,1.4,0.973,330,2,20,12.5,12.5,0.062,62,25,25,2.5,2.5,2/2,2,57.30400822,0.573040082,AA82241,-1,8/12/19,8/26/19,8/26/19,0,0,1,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147299,7/29/19,WELLEX,0.72,6.1147,4.402584,41,2,7.87,5.91,5.91,0.062,62,12,12,5.3,5.3,1/1,1,1.032596671,0.010325967,AA82240,-1,10/11/19,11/4/19,11/4/19,0,0,41,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147299,7/29/19,WELLEX,0.72,6.1147,4.402584,41,2,7.87,5.91,5.91,0.062,62,12,12,5.3,5.3,1/1,1,1.032596671,0.010325967,AA82240,-2,10/11/19,11/18/19,11/18/19,0,0,42,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147299,7/29/19,WELLEX,0.72,6.1147,4.402584,41,2,7.87,5.91,5.91,0.062,62,12,12,5.3,5.3,1/1,1,1.032596671,0.010325967,AA82240,-3,10/11/19,12/2/19,12/2/19,0,0,41,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
147299,7/29/19,WELLEX,0.72,6.1147,4.402584,41,2,7.87,5.91,5.91,0.062,62,12,12,5.3,5.3,1/1,1,1.032596671,0.010325967,AA82240,-4,10/11/19,NULL,2/28/20,0,0,0,0,2,FR-4                ,48,NULL,NULL,NULL,NULL
147299,7/29/19,WELLEX,0.72,6.1147,4.402584,41,2,7.87,5.91,5.91,0.062,62,12,12,5.3,5.3,1/1,1,1.032596671,0.010325967,AA82240,-5,10/11/19,NULL,2/28/20,0,0,0,0,2,FR-4                ,48,NULL,NULL,NULL,NULL
