RFQ,Ord DT,Customer,X,Y,Sq.in,#Hls,LY,Line,Aring,Min Aring,Thick,Thick Mil,Mhole,Smallest_Hole_Calc,AR,AR Cal,Cu wt,CuW,CI,CI Final,EI#,Rel,Rel Dt,Shp Dt,Due Dt,Pnl X,Pnl Y,Qty Pnl,# Pnls,LY,Matl,UP,Pcs_Array,RMA_NO,CAType,RMA_Amt
143403,1/11/19,ADVANCED CIRCUIT TECHNOLOGY INC,0.86,2.88,2.4768,146,6,8,0,6,0.045,45,15,15,0,3,1/1,1,860.626615,8.60626615,81049,-1,1/23/19,2/12/19,2/12/19,16,18,1,2,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143565,1/22/19,KEYSIGHT TECHNOLOGIES,2.8538,12.36,35.272968,1666,8,4,0,6,0.055,55,6,6,0,9.166666667,1/1,1,30521.36971,305.2136971,81048,-1,1/23/19,1/28/19,1/28/19,18,24,1,3,8,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143503,1/17/19,TOSHIBA INTERNATIONAL CORP,3.3895,3.9,13.21905,225,4,10,7.03,7.63,0.062,62,10,10,4.1,4.1,2/2,2,78.34952543,0.783495254,81047,-1,1/23/19,2/2/19,2/2/19,18,24,3,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143436,1/14/19,TOSHIBA INTERNATIONAL CORP,3.7752,6.7,25.29384,1239,6,8,0,6,0.062,62,10,10,0,6.2,1/1,1,4405.027967,44.05027967,81046,-1,1/23/19,1/29/19,1/29/19,16,18,1,2,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143521,1/18/19,RITRON INC,5.293,4.625,24.480125,909,4,7,0,6,0.062,62,10,10,0,6.2,1/1,1,829.5701745,8.295701745,81045,-1,2/5/19,1/31/19,2/1/19,18,24,2,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143186,1/2/19,ANTUNES,6,5.75,34.5,528,2,8,0,6,0.062,62,18,18,3.444444444,3.444444444,2/2,2,21.72230014,0.217223001,81044,-1,1/22/19,2/2/19,2/2/19,18,24,59,66,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143186,1/2/19,ANTUNES,6,5.75,34.5,528,2,8,0,6,0.062,62,18,18,3.444444444,3.444444444,2/2,2,21.72230014,0.217223001,81044,-2,11/1/19,11/19/19,11/19/19,18,24,38,44,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143186,1/2/19,ANTUNES,6,5.75,34.5,528,2,8,0,6,0.062,62,18,18,3.444444444,3.444444444,2/2,2,21.72230014,0.217223001,81044,-3,11/12/19,12/11/19,12/13/19,18,24,37,42,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143526,1/18/19,BENCH TREE,3,2,6,142,2,8,4.94,4.94,0.062,62,12,12,5.2,5.2,1/1,1,10.90219385,0.109021938,81043,-1,1/21/19,1/28/19,1/28/19,16,24,2,3,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143542,1/21/19,CCK AUTOMATIONS INC,6.25,11,68.75,674,4,7,0,6,0.062,62,15,15,0,4.133333333,2/2,2,162.4000223,1.624000223,81040,-1,1/22/19,1/24/19,1/24/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143236,1/3/19,"FUELCELL ENERGY, INC",4.3,11.8,50.74,429,4,8,0,6,0.062,62,14,14,0,4.428571429,1/1,1,78.00297532,0.780029753,81037,-1,1/22/19,2/2/19,2/2/19,18,24,2,7,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143409,1/11/19,RSM ELECTRON POWER INC (SENSITRON),4.29,2.59,11.1111,1,2,8,0,6,0.062,62,10,10,0,6.2,1/1,1,0.000241936,2.42E-06,81035,-01STCL,1/22/19,1/24/19,1/24/19,0,0,1,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143407,1/11/19,RSM ELECTRON POWER INC (SENSITRON),4.29,5.33,22.8657,1,2,8,0,6,0.062,62,10,10,0,6.2,1/1,1,0.000117564,1.18E-06,81034,-01STCL,1/22/19,1/24/19,1/24/19,0,0,1,1,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143225,1/3/19,MID CITY ENGINEERING,0.89,2.275,2.02475,18,2,10,0,6,0.062,62,20,20,0,3.1,1/1,1,0.344128507,0.003441285,81033,-1,1/21/19,1/25/19,1/25/19,18,24,2,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143250,1/3/19,MID CITY ENGINEERING,1.375,1.375,1.890625,36,2,10,0,6,0.031,31,20,20,0,1.55,1/1,1,2.948333778,0.029483338,81032,-1,1/21/19,1/31/19,1/31/19,16,24,7,10,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143530,1/21/19,BONITRON INC,3.8,4.7,17.86,75,2,8,0,6,0.062,62,40,40,0,1.55,1/1,1,0.846638731,0.008466387,81031,-1,1/21/19,1/25/19,1/29/19,18,24,1,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143518,1/18/19,BLACK & DECKER,4.7752,6.0248,28.76962496,153,2,8,0,6,0.062,62,24,24,0,2.583333333,2/2,2,2.187286746,0.021872867,81030,-1,1/21/19,2/1/19,2/1/19,18,24,4,5,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143512,1/18/19,ITERNA CORP,0.3465,1.9685,0.68208525,33,4,8,0,6,0.062,62,7.87,787,0,0.078780178,1/1,1,3433.49381,34.3349381,81029,-1,1/21/19,1/25/19,1/25/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,19-020         ,RMA                 ,525
143507,1/18/19,ARTISAN CONTROLS CORP,4.45,5.25,23.3625,265,2,8,0,6,0.062,62,10,10,0,6.2,1/1,1,8.080337366,0.080803374,81028,-1,1/21/19,1/24/19,1/25/19,18,24,6,7,2,FR-TG170            ,NULL,NULL,NULL,NULL,NULL
143507,1/18/19,ARTISAN CONTROLS CORP,4.45,5.25,23.3625,265,2,8,0,6,0.062,62,10,10,0,6.2,1/1,1,8.080337366,0.080803374,81028,-2,1/25/19,2/5/19,2/5/19,18,24,2,3,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143194,1/2/19,EMBER INDUSTRIES,6,8,48,60,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,81027,-1,1/21/19,2/1/19,2/1/19,18,24,15,18,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143519,1/18/19,CYTEC CORP,3.15,7,22.05,113,4,8,0,6,0.062,62,10,10,0,6.2,3/3,3,12.45361227,0.124536123,81026,-1,1/21/19,1/29/19,1/29/19,18,24,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143192,1/2/19,EMBER INDUSTRIES,3,3.5,10.5,389,4,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,81025,-1,1/21/19,2/2/19,2/2/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143193,1/2/19,EMBER INDUSTRIES,2,3.5,7,86,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,81022,-1,1/21/19,2/2/19,2/2/19,18,24,2,4,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143499,1/17/19,"HELM INSTRUMENT CO., INC",7.012,9.001,63.115012,474,2,8,0,6,0.062,62,20,20,0,3.1,1/1,1,9.569319926,0.095693199,81021,-1,1/18/19,1/24/19,1/24/19,18,24,2,11,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143498,1/17/19,"HELM INSTRUMENT CO., INC",1.25,7.5,9.375,250,2,8,0,6,0.062,62,32,32,0,1.9375,1/1,1,17.92114695,0.17921147,81020,-1,1/18/19,1/24/19,1/24/19,18,24,2,6,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143497,1/17/19,"HELM INSTRUMENT CO., INC",4.4092,4.5276,19.96309392,581,6,8,0,6,0.062,62,20,20,0,3.1,1/1,1,1227.284471,12.27284471,81019,-1,1/18/19,1/24/19,1/24/19,16,18,0,1,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143291,1/7/19,HUNTER ENGINEERING CO,5,9,45,1251,4,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,81018,-1,1/18/19,1/29/19,1/29/19,18,24,50,57,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143511,1/18/19,PROTO-TEK ENGINEERING,6.7,5.7,38.19,348,2,8,0,6,0.093,93,31,31,0,3,2/2,2,5.68296041,0.056829604,81017,-1,1/18/19,1/24/19,1/24/19,12,18,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143504,1/17/19,TECNOVA ELECTRONICS INC,0.6203,1.14,0.707142,28,2,5,0,6,0.062,62,9,9,0,6.888888889,1/1,1,4.768551452,0.047685515,81016,-1,1/18/19,2/5/19,2/4/19,16,18,2,3,2,370HR               ,00:00.0,NULL,NULL,NULL,NULL
143481,1/17/19,"EDC, INC",2.4031,1.5877,3.81540187,296,6,6,0,6,0.0425,425,10,10,0,42.5,1/1,1,324.1943593,3.241943593,81015,-1,1/18/19,2/1/19,2/1/19,16,18,0,1,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143472,1/16/19,CYTEC CORP,4.99,7.75,38.6725,195,4,8,0,6,0.062,62,37,37,0,1.675675676,3/3,3,21.14530831,0.211453083,81014,-1,1/17/19,1/28/19,1/28/19,18,24,6,8,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143472,1/16/19,CYTEC CORP,4.99,7.75,38.6725,195,4,8,0,6,0.062,62,37,37,0,1.675675676,3/3,3,21.14530831,0.211453083,81014,-2,4/29/19,5/6/19,5/8/19,18,24,6,8,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143469,1/15/19,WYLE LABS,1.825,3.7093,6.7694725,109,4,8,0,6,0.062,62,18,18,0,3.444444444,1/1,1,37.74376458,0.377437646,81013,-1,1/17/19,1/22/19,1/21/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143495,1/17/19,MACCOR BATTERY & TEST EQUIP,1.3,2.35,3.055,5,2,8,0,6,0.062,62,60,60,0,1.033333333,2/2,2,0.021998135,0.000219981,81010,-1,1/17/19,2/5/19,2/7/19,18,24,0,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143485,1/17/19,JMK INC,0.59,1.8,1.062,71,2,8,0,6,0.031,31,10,10,3.1,3.1,3/3,3,25.51991576,0.255199158,81009,-1,1/17/19,1/31/19,1/31/19,16,18,7,9,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143485,1/17/19,JMK INC,0.59,1.8,1.062,71,2,8,0,6,0.031,31,10,10,3.1,3.1,3/3,3,25.51991576,0.255199158,81009,-2,1/17/19,3/18/19,3/22/19,16,18,7,9,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143485,1/17/19,JMK INC,0.59,1.8,1.062,71,2,8,0,6,0.031,31,10,10,3.1,3.1,3/3,3,25.51991576,0.255199158,81009,-3,8/22/19,8/28/19,8/30/19,16,18,7,7,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143485,1/17/19,JMK INC,0.59,1.8,1.062,71,2,8,0,6,0.031,31,10,10,3.1,3.1,3/3,3,25.51991576,0.255199158,81009,-4,10/18/19,11/4/19,11/4/19,16,18,7,8,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143485,1/17/19,JMK INC,0.59,1.8,1.062,71,2,8,0,6,0.031,31,10,10,3.1,3.1,3/3,3,25.51991576,0.255199158,81009,-5,10/18/19,1/2/20,1/2/20,16,18,7,8,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143485,1/17/19,JMK INC,0.59,1.8,1.062,71,2,8,0,6,0.031,31,10,10,3.1,3.1,3/3,3,25.51991576,0.255199158,81009,-6,10/18/19,1/27/20,1/31/20,16,18,7,9,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143485,1/17/19,JMK INC,0.59,1.8,1.062,71,2,8,0,6,0.031,31,10,10,3.1,3.1,3/3,3,25.51991576,0.255199158,81009,-7,10/18/19,NULL,10/13/20,16,18,NULL,NULL,2,FR-4                ,128,NULL,NULL,NULL,NULL
143320,1/8/19,TOTAL FIRE SYSTEMS,5.3,4.2,22.26,349,4,10,0,6,0.062,62,12,12,0,5.166666667,1/1,1,94.13751461,0.941375146,81008,-1,1/17/19,1/24/19,1/24/19,18,24,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143326,1/8/19,TOTAL FIRE SYSTEMS,5.5,12,66,2028,6,10,4.94,4.94,0.062,62,12,12,6.2,6.2,2/2,2,3662.231826,36.62231826,81007,-1,1/17/19,1/24/19,1/24/19,18,24,4,5,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143456,1/15/19,CYGNUS AUTOMATION,3,7,21,205,2,8,0,6,0.062,62,37,37,1.675675676,1.675675676,2/2,2,5.379544291,0.053795443,81005,-1,1/17/19,1/29/19,1/30/19,18,24,13,16,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143456,1/15/19,CYGNUS AUTOMATION,3,7,21,205,2,8,0,6,0.062,62,37,37,1.675675676,1.675675676,2/2,2,5.379544291,0.053795443,81005,-2,1/2/20,1/13/20,1/16/20,18,24,14,16,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143273,1/4/19,"ACCU-SEMBLY, INC",2.75,2.75,7.5625,489,8,5,0,6,0.062,62,12,12,0,5.166666667,1/1,1,8703.808904,87.03808904,81004,-1,1/16/19,1/24/19,1/24/19,18,24,4,6,8,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143466,1/15/19,ENVIRONMENTAL TECHNOLOGY,3.01,5.5,16.555,199,4,8,0,6,0.062,62,19.7,197,0,0.314720812,1/1,1,514.4273081,5.144273081,81000,-1,1/16/19,1/22/19,1/22/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143467,1/15/19,BLACK & DECKER,0.9842,0.9843,0.96874806,24,2,8,0,6,0.062,62,11.811,11811,0,0.005249344,1/1,1,1598.338268,15.98338268,80998,-1,1/16/19,1/17/19,1/17/19,9,12,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143467,1/15/19,BLACK & DECKER,0.9842,0.9843,0.96874806,24,2,8,0,6,0.062,62,11.811,11811,0,0.005249344,1/1,1,1598.338268,15.98338268,80998,-01STCL,1/16/19,1/17/19,1/17/19,0,0,1,1,0,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143467,1/15/19,BLACK & DECKER,0.9842,0.9843,0.96874806,24,2,8,0,6,0.062,62,11.811,11811,0,0.005249344,1/1,1,1598.338268,15.98338268,80998,-2,1/28/19,2/1/19,2/1/19,9,12,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143357,1/9/19,WELLEX,0.3551,0.75,0.266325,13,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.364651686,0.013646517,80997,-1,1/15/19,1/17/19,1/17/19,9,12,0,1,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143357,1/9/19,WELLEX,0.3551,0.75,0.266325,13,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.364651686,0.013646517,80997,-2,1/15/19,1/17/19,1/18/19,9,12,0,1,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143357,1/9/19,WELLEX,0.3551,0.75,0.266325,13,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.364651686,0.013646517,80997,-3,1/15/19,2/1/19,2/1/19,12,18,3,5,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143357,1/9/19,WELLEX,0.3551,0.75,0.266325,13,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.364651686,0.013646517,80997,-303,1/15/19,NULL,3/29/19,12,18,15,15,2,FR-TG170            ,480,NULL,NULL,NULL,NULL
143357,1/9/19,WELLEX,0.3551,0.75,0.266325,13,2,10,0,6,0.062,62,20,20,3.1,3.1,1/1,1,1.364651686,0.013646517,80997,-4,9/11/19,10/24/19,10/29/19,12,18,2,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143252,1/3/19,"INTEK, INC",2.64,3.86,10.1904,122,2,10,0,6,0.062,62,12,12,0,5.166666667,1/1,1,3.141054537,0.031410545,80995,-1,1/15/19,1/29/19,1/29/19,18,24,9,11,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143251,1/3/19,"INTEK, INC",2.64,3.8603,10.191192,70,2,10,0,6,0.062,62,12,12,0,5.166666667,1/1,1,1.033994297,0.010339943,80994,-1,1/15/19,1/29/19,1/29/19,18,24,5,6,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143440,1/14/19,"SEESCAN, INC",3.9319,3.9319,15.45983761,3,1,8,0,6,0.062,62,47,47,0,1.319148936,1/0,1,0.000195616,1.96E-06,80992,-1,1/15/19,1/17/19,1/17/19,18,24,4,5,1,370HR               ,00:00.0,NULL,NULL,NULL,NULL
143413,1/11/19,CYTEC CORP,4.825,7.75,37.39375,117,2,8,0,6,0.093,93,37,37,0,2.513513514,10/10,10,0.656052363,0.006560524,80991,-2,5/1/19,5/15/19,5/15/19,18,24,4,7,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143441,1/14/19,"SEESCAN, INC",0.6929,1.3189,0.91386581,4,1,8,0,6,0.039,39,47,47,0,0.829787234,1/0,1,0.009352586,9.35E-05,80990,-1,1/15/19,1/17/19,1/17/19,16,18,1,3,1,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
143253,1/3/19,"INTEK, INC",2.5,4.75,11.875,74,2,10,0,6,0.062,62,20,20,0,3.1,1/1,1,0.991692134,0.009916921,80989,-1,1/15/19,1/29/19,1/29/19,18,24,9,10,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143458,1/15/19,ATHENA POWER,2.323,5.9,13.7057,315,4,6,0,6,0.062,62,8,8,0,7.75,1/1,1,207.5896372,2.075896372,80986,-1,1/15/19,1/21/19,1/21/19,18,24,5,7,4,FR-TG175            ,00:00.0,NULL,19-007         ,RMA                 ,1154
143458,1/15/19,ATHENA POWER,2.323,5.9,13.7057,315,4,6,0,6,0.062,62,8,8,0,7.75,1/1,1,207.5896372,2.075896372,80986,-01STCL,1/15/19,1/21/19,1/21/19,0,0,1,1,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143303,1/7/19,AVIONICS SPECIALIST INC,2.09,2.337,4.88433,55,2,10,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,1.331887146,0.013318871,80985,-1,1/15/19,1/21/19,1/21/19,18,24,1,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143303,1/7/19,AVIONICS SPECIALIST INC,2.09,2.337,4.88433,55,2,10,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,1.331887146,0.013318871,80985,-2,9/24/19,9/24/19,9/27/19,18,24,0,0,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143430,1/14/19,MIT HAYSTACK,1.2,1.7,2.04,17,2,8,0,6,0.062,62,15,15,0,4.133333333,1/1,1,0.380824373,0.003808244,80982,-1,1/15/19,1/17/19,1/17/19,12,18,1,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143429,1/14/19,MIT HAYSTACK,1.8,3,5.4,52,2,8,0,6,0.062,62,20,20,0,3.1,2/2,2,1.34607726,0.013460773,80981,-1,1/15/19,1/17/19,1/17/19,9,12,1,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143431,1/14/19,KEYSIGHT TECHNOLOGIES,4.725,9.15,43.23375,345,4,8,0,6,0.062,62,12,12,0,5.166666667,1/1,1,59.20553779,0.592055378,80980,-1,1/15/19,1/17/19,1/17/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143283,1/4/19,ACTIA DE MEXICO,3.3268,1.9685,6.5488058,82,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80979,-1,1/14/19,1/21/19,1/21/19,18,24,2,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143200,1/2/19,"ACCU-SEMBLY, INC",2.75,2.75,7.5625,230,6,10,0,6,0.062,62,13.62,1362,0,0.045521292,1/1,1,40616.36897,406.1636897,80978,-1,1/14/19,1/21/19,1/21/19,18,24,4,6,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143439,1/14/19,ANTUNES,1.95,2.1752,4.24164,20,1,8,0,6,0.062,62,40,40,0,1.55,2/0,2,0.031687885,0.000316879,80977,-1,1/14/19,1/25/19,1/25/19,16,24,3,5,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143439,1/14/19,ANTUNES,1.95,2.1752,4.24164,20,1,8,0,6,0.062,62,40,40,0,1.55,2/0,2,0.031687885,0.000316879,80977,-2,1/14/19,2/19/19,2/19/19,16,24,3,5,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143439,1/14/19,ANTUNES,1.95,2.1752,4.24164,20,1,8,0,6,0.062,62,40,40,0,1.55,2/0,2,0.031687885,0.000316879,80977,-3,2/1/19,2/25/19,2/25/19,16,24,3,4,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143439,1/14/19,ANTUNES,1.95,2.1752,4.24164,20,1,8,0,6,0.062,62,40,40,0,1.55,2/0,2,0.031687885,0.000316879,80977,-4,2/1/19,4/9/19,4/9/19,16,24,3,4,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143439,1/14/19,ANTUNES,1.95,2.1752,4.24164,20,1,8,0,6,0.062,62,40,40,0,1.55,2/0,2,0.031687885,0.000316879,80977,-5,5/1/19,5/7/19,5/7/19,16,24,3,4,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143439,1/14/19,ANTUNES,1.95,2.1752,4.24164,20,1,8,0,6,0.062,62,40,40,0,1.55,2/0,2,0.031687885,0.000316879,80977,-6,5/1/19,5/22/19,5/22/19,16,24,5,7,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143439,1/14/19,ANTUNES,1.95,2.1752,4.24164,20,1,8,0,6,0.062,62,40,40,0,1.55,2/0,2,0.031687885,0.000316879,80977,-7,5/23/19,6/25/19,6/25/19,16,24,1,1,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143439,1/14/19,ANTUNES,1.95,2.1752,4.24164,20,1,8,0,6,0.062,62,40,40,0,1.55,2/0,2,0.031687885,0.000316879,80977,-8,5/23/19,7/8/19,7/9/19,16,24,3,5,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143439,1/14/19,ANTUNES,1.95,2.1752,4.24164,20,1,8,0,6,0.062,62,40,40,0,1.55,2/0,2,0.031687885,0.000316879,80977,-9,5/23/19,8/12/19,8/13/19,16,24,3,5,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143439,1/14/19,ANTUNES,1.95,2.1752,4.24164,20,1,8,0,6,0.062,62,40,40,0,1.55,2/0,2,0.031687885,0.000316879,80977,-10,5/23/19,9/9/19,9/10/19,16,24,3,4,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143329,1/8/19,"SEESCAN, INC",4.17322,4.17322,17.41576517,6,1,10,0,6,0.09,90,45,45,0,2,1/0,1,0.000382795,3.83E-06,80975,-1,1/14/19,1/18/19,1/18/19,18,24,3,4,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
143309,1/8/19,AVCOM SMT INC.,3,17.25,51.75,158,4,8,0,6,0.062,62,36,36,0,1.722222222,1/1,1,10.37411044,0.103741104,80974,-1,1/14/19,1/17/19,1/17/19,18,24,6,8,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143414,1/11/19,LARITECH INC,0.85,0.425,0.36125,13,2,8,0,6,0.031,31,12,12,0,2.583333333,1/1,1,2.515161662,0.025151617,80973,-1,1/14/19,1/16/19,1/16/19,9,12,1,3,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
143390,1/10/19,FLEXTRON CIRCUIT ASSEMBLY,0.39,3.5,1.365,4,1,8,0,6,0.062,62,102,102,0,0.607843137,2/0,2,0.003938714,3.94E-05,80971,-1,1/11/19,1/18/19,1/17/19,12,18,5,7,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
143389,1/10/19,FLEXTRON CIRCUIT ASSEMBLY,0.39,1.5,0.585,3,1,8,0,6,0.062,62,102,102,0,0.607843137,2/0,2,0.005169562,5.17E-05,80969,-1,1/11/19,1/18/19,1/17/19,12,18,1,2,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
143411,1/11/19,CRYSTAL GROUP INC.,4,4.8,19.2,670,8,8,0,6,0.09,90,12,12,0,7.5,2/2,2,2770.987654,27.70987654,80968,-1,1/11/19,1/22/19,1/22/19,16,18,1,2,8,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143351,1/9/19,IXYS INTEGRATED CIRCUITS DIVISION/L-FUSE,3.4,3.4,11.56,62,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80967,-1,1/11/19,1/17/19,1/17/19,18,24,6,7,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143300,1/7/19,TCS-TRAIN CONTROL SYSTEMS,2.1,7.2,15.12,579,2,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80966,-1,1/11/19,1/17/19,1/17/19,18,24,6,7,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
143367,1/10/19,KICHLER LIGHTING,1.175,2.7,3.1725,31,4,10,0,6,0.062,62,20,20,0,3.1,1/1,1,5.211452587,0.052114526,80965,-1,1/11/19,1/16/19,1/16/19,18,24,1,9,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143341,1/9/19,NANORACKS LLC,1.675,4.25,7.11875,56,2,10,11,11,0.062,62,20,20,2.2,2.2,2/2,2,0.728143435,0.007281434,80964,-1,1/10/19,1/17/19,1/17/19,16,21,0,2,2,POLYIMIDE           ,00:00.0,NULL,NULL,NULL,NULL
143339,1/9/19,NANORACKS LLC,5.9,13.5,79.65,132,2,NULL,10.5,16.5,0.062,62,NULL,NULL,3.9,3.9,1/1,1,NULL,NULL,80963,-1,1/10/19,1/16/19,1/17/19,18,24,1,3,2,POLYMIDE            ,00:00.0,NULL,NULL,NULL,NULL
143340,1/9/19,NANORACKS LLC,4,6,24,137,2,10,0,6,0.062,62,20,20,3.1,3.1,2/2,2,1.681810036,0.0168181,80962,-1,1/10/19,1/17/19,1/17/19,16,21,0,2,2,POLYIMIDE           ,00:00.0,NULL,NULL,NULL,NULL
143210,1/2/19,"ACCU-SEMBLY, INC",2.75,2.75,7.5625,184,4,NULL,0,6,0.062,62,NULL,NULL,0,NULL,1/1,1,NULL,NULL,80961,-1,1/10/19,1/21/19,1/18/19,18,24,4,6,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
143337,1/8/19,"POLAR POWER, INC",5.5906,5.5118,30.81426908,280,2,NULL,7.99,7.99,0.062,62,NULL,NULL,7.8,7.8,2/2,2,NULL,NULL,80960,-1,1/10/19,1/17/19,1/17/19,18,24,0,1,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
